,author_collect_nr,author_fans_nr,author_name,author_note_nr,comment_nr,content,datePublished,images,like_nr,star_nr,title,url,user_url
2431,104,14,凉城小街&amp;姑娘未离去,35.0,0.0,Lancome兰蔻小黑瓶肌底液100ml，水前精华，吸收超快，能修复受损皮肤，紧致抗老收毛孔，总之用起来感觉很好，很保湿用完皮肤滑滑的，还能促进后续保养品的吸收[偷笑]100ml 估计能顶半年，很划算有没有，精华虽然贵，但用量都很省，很经用。,2019-05-23T15:41:00,['https://ci.xiaohongshu.com/1b821bae-785a-5460-b89d-1dfd830a8c34?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90'],3,0,Lancome兰蔻小黑瓶肌底液,https://www.xiaohongshu.com/discovery/item/5ce64ebc000000000e0049c7,https://www.xiaohongshu.com/user/profile/5a10131e4eacab0860fcd3e9
4371,,,,,,,,,,,,,
3262,21,5,要像圣斗士一样,6.0,38.0,最近红腰子盛行风大，想要从一个靠谱淘宝日代那边预订（打码，避免被说广告）。咨询了客服说是日本本土没有30ml的，额，但我又在别的地方看到有made in japan 30ml的，一脸懵逼。那哪个版本的红腰子比较好啊？ 求问？？？国内专柜入，还或是丝芙兰门店呢？,2019-06-25T09:11:00,"['https://ci.xiaohongshu.com/f61cd859-53dd-3748-9aec-192a67c4dea9?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/10214c9f-79cf-325b-9cb7-f45b1c56447e?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",11,0,资生堂红腰子日本本土没有30ml的吗？,https://www.xiaohongshu.com/discovery/item/5d1174d3000000002801d016,https://www.xiaohongshu.com/user/profile/5b1b4f82e8ac2b4e93157ab6
92,2.2万,2556,是阿瓜酱啊,48.0,211.0,说说水前精华，最近在用的这4款，最近的最爱是fracora的胎盘素精华液，喜爱度超过takami。📒资生堂红腰子：这款算是我最喜欢的一款打底精华，可能质地没有雪花秀那么清爽吸收快，但是它对于我这样的干皮来说，非常保湿，像无油版的乳液，顺滑好推（可能含硅吧）但是我想说的是它不仅是起到促进后续水乳吸收，它真的是有些提高肌肤免疫力的功效，反正我用它期间脸上一颗痘痘都没冒，脸蛋滑溜的像那啥鸡蛋…非常喜欢，不愧是大火的明星产品，这个大大推荐给干敏皮们，不会后悔～皮肤会非常稳定！📒雪花秀：浓浓中药味道，深棕色半透明质地，清爽吸收迅速，套用大家那句：不知道它好在哪里，但就是离不开，算是安全感比较强的一款打底精华了。📒takami：之所以买来这货，也是抵不住各种推荐和好评如潮嘛，什么调理角质啦，增强皮肤代谢啦…我才用没几天，还没看出来…但感觉没有我的真爱红腰子好试过这些后，我准备之后还是老实用回红腰子吧～📒fracora胎盘素精华液：重点推荐！墙裂推荐！！这款接档takami空瓶，一样的清水一样的质地，味道是有些酸酸的味道，不是特别好闻，但是上脸非常好吸收！！上脸一秒吸进皮肤，下一秒脸蛋变得很干爽，后面水乳都吸收的非常快！！而且对于闭口粉刺，新生的红痘痘有立竿见影的维稳效果，基本第二天皮肤就修复的非常好！！！比takami的效果更快看到啊啊啊！！从没有什么护肤品让我这么想赞它…真的脸部过敏，皮肤不稳定的妹子赶紧入一瓶！价格可爱，官方售价也就200+但是修复皮肤，维稳过敏肌肤效果不差于大牌用了就知道有多好了好啦，没用过fracora胎盘素的建议入一瓶！这几款都是性价比很不错的肌底液了～,2017-04-08T12:15:00,"['https://ci.xiaohongshu.com/9e081f7d-3686-4038-8e42-f32f26b1668c?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/40000e36-ca21-47e3-9b58-6e3c35ed1a4d?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/5fc25af5-5c1c-4983-ab8e-abe2120c6306?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/be7b01a5-037f-42fb-94a2-a472cf281e6c?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/893ae711-e270-45f1-822a-e976cafd18bf?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",382,1012,4款肌底精华测评（takami 红腰子 润燥 fracora,https://www.xiaohongshu.com/discovery/item/58e863ee78362363933fd087,https://www.xiaohongshu.com/user/profile/5763ab456a6a6925d045a13b
2225,45,26,SONGJIAWA,9.0,31.0,网站lookfantastic英国🇬🇧站七五折兰蔻小黑瓶75ml💰️690无税到手~lf网站对海淘很友好，支持支付宝，75折的时候发现好划算，果断入了，先找到兰蔻小黑瓶，点击加入购物车以后，结算，我是用自己的Visa卡结算的，可以支付宝结算，地址填写拼音就行，一定要写对邮政编码，快递大哥是看邮政编码区分快递的，然后地址写完就可以坐等收货啦！重点来了！老师要考的！直邮是有风险的，如果不小心被海关查到了，化妆品是要交60%的税的！非常高，建议那些被税高的地区走转运，运费高点也总比税了强可能我这次人品大爆发吧没有被税哈哈~ 最后图是lf送的折扣码，可以八折~LF包装真的非常严实，不会碎，反正我是拆了半天才把他拆开，所以大家放心去购物叭~,2019-05-07T21:26:00,"['https://ci.xiaohongshu.com/e1d3ba38-cc0f-598b-8605-16fa46f4f749?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/0b47bce1-19f9-5768-9c9e-e963ba0a863e?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/3a3deac5-9fb7-5cb4-960d-443134cbbad7?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/a5111cf3-ee9e-5969-98a8-73b0eebad578?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/5e0524ce-b534-5e79-8210-92a46c43f5e2?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/d5e16413-8cf6-5daa-ae78-f2368b505535?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",12,17,英国直邮兰蔻小黑瓶lookfantastic最强攻略,https://www.xiaohongshu.com/discovery/item/5cd18797000000000e01e5a7,https://www.xiaohongshu.com/user/profile/5a0e7252e8ac2b0db5f17e04
3787,101,7,icyzxy730711,4.0,2.0,SK2黑科技淡斑笔，购于香港，因為有斑，所以一直都想入，又見到戚薇和徐璐都推荐，所以就想买！刚開始去香港很多专柜问，德福广场，Apm，朗豪坊，都沒有货，说是只有部分专柜发行，可能要去连卡佛或者sogo SK2专柜会有，有天在尖沙咀逛街，经常买东西的一家店有货，而且最后一支，馬上入手啦，很開心，因為这个超级难买！我是用在红腰子和悦薇精华之后，但是我用了一段時間，效果沒有很明显，聽说要配合小银瓶用效果会更佳，我想说斑去不掉沒关系，一定不能再扩散啦！长斑也有多种原因，但是想不扩散要做到以下几點1.防晒要做好2.平时多敷补水面膜，不能让皮肤太干3.不要熬夜4.美白精华用起來,2019-06-30T00:39:00,"['https://ci.xiaohongshu.com/fe378f03-2a5b-3b20-af4f-c8e80f035214?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/7742a855-ef14-34ec-89d7-4ca0062034e4?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",6,0,SK2黑科技淡斑笔，购于香港，因為有斑，所以一直都想入，又見到戚薇和徐璐都推荐，所以就想买！,https://www.xiaohongshu.com/discovery/item/5d17944e0000000026007aa0,https://www.xiaohongshu.com/user/profile/5b78cb703014040001450868
2126,418,33,风停了又吹我忽然想起谁,32.0,149.0,欧莱雅小黑瓶，号称兰蔻小黑瓶的平价替代，各种博主各种账号都在说两个东西是一个集团生产的，两者成份有多相似 等等，于是种草了欧莱雅小黑瓶。买了50ml，第一次用，这个也太香了吧，不是那种高级的好闻的香，觉得有点儿刺鼻的廉价香。用了一段时间觉得不好用，首先肤感很黏，可以拉黏丝的那种黏，上脸觉得黏黏的不舒服，很黏腻，一点儿也不清爽。其次还会搓泥，只要用了欧莱雅小黑瓶，就会搓泥，不用就不会搓泥，所以可以断定是欧莱雅小黑瓶引起的搓泥。是因为我用量太大吗？每次吸两滴管。不管怎样，这个在我这里就是辣鸡！护肤品真的是一分钱一分货，十分钱三分货，不存在平价替代，平价产品也替代不了大牌产品。,2019-04-28T22:59:00,"['https://ci.xiaohongshu.com/fad434f1-057d-5314-834c-1363f20b7eb1?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/96e27d99-736e-5ab2-97bf-c33a67b64e06?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/dbcf015a-98bd-5fb5-a570-c6cd89a32e74?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",34,5,欧莱雅小黑瓶，号称兰蔻小黑瓶的平价替代，各种博主各种账号都在说两个东西是一个集团生产的,https://www.xiaohongshu.com/discovery/item/5cc5bfed000000000e0044cc,https://www.xiaohongshu.com/user/profile/5b2b40234eacab7d54b6ff77
873,280,46,琉璃&#39;&#39;&#39;橙(*^_^*)Алла,30.0,24.0,#兰蔻 小黑瓶精华肌底眼霜 兰蔻 大眼精华眼部精华肌底液#欧莱雅 紧致提拉保湿抗皱眼霜 之前一篇笔记说过我使用过兰蔻眼霜，后期被我妈妈侵占，然后我才换了牌子使用雅诗兰黛眼霜，但并不是他不好兰蔻兰蔻小黑瓶眼霜 绝对是兰蔻家的明星产品，口碑这么好肯定是每个顾客点赞的产品，抗老眼霜，坚持使用，眼周肌肤明显回复年轻。 嫩肌活肤科技首次为眼周轮廓度身订造，能针对性改善浮肿、细纹及黑眼圈，淡化细纹，鱼尾纹，紧致轮廓，减少黑色素。兰蔻小黑瓶眼部肌底精华大眼精华，20ml大眼精华和兰蔻小黑瓶眼霜是绝佳组合！女孩子一定要保护好眼睛，不夸张地说过了20岁就要开始用眼霜，这款精华非常适合二三十岁年龄的女孩子，细腻眼周纹理，让眼周皮肤明亮，突出深邃的黑眸提拉上眼睑，改善眼部浮肿，淡化眼袋，让眼睛看起来更大更迷人。最后说一下乱入的欧莱雅眼霜，这款是怎么入手的，是我的旅行装，便宜，走哪里拿到哪里，不担心丢了，主要是不心疼，这款也是我闺蜜推荐给我的，真的也很好，很平价，学生推荐使用,2018-10-28T21:17:00,"['https://ci.xiaohongshu.com/218b0e77-db58-5e2f-a5a7-b3fe29269e3c?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/2a20b7fa-e2ff-59a2-b57f-4bbb62c44650?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/d959be74-3de3-5568-af64-3c9f2e78cbe4?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/5db0c652-7d9b-5877-a3e9-1289c7cbea53?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",118,60,之前一篇笔记说过我使用过兰蔻眼霜，后期被我妈妈侵占，然后我才换了牌子使用雅诗兰黛眼霜，但并不是他不好,https://www.xiaohongshu.com/discovery/item/5bd5b6e7672e143bd0c44114,https://www.xiaohongshu.com/user/profile/5839efa150c4b47e22ec738a
460,707,36,Dreamcloud_Y,10.0,43.0,最近一个月烂脸严重，终于拔草之前一直种草的红腰子跟杜克色修，我应该算是长痘反反复复的，痘龄也是十年以上了，红腰子之前用过小样，已经用了一半了 今天来说说使用感受好了。忘了说肤质，夏季纯油皮，冬季勉强混油，应该算外油内干1⃣️杜克色修：我买的时候长痘比较严重，都是有炎症的疤，本来想着给痘痘消炎的，结果完全没好转，一度让我觉得怎么这么难用的。但是后来用理肤泉的b5让脸稍微好转点之后，真的好用哭好么，痘印好的特别快，所以 答应我，烂脸千万别用好么。😆😆😆 ps：并没有出现用了变成绿巨人的情况；2⃣️喜疗复：这个是因为我要参加婚礼买来急救用的，价格不友好，效果么刚开始一周很好，痘印好的很快，但逐渐，没效果了😕😕😕 这就很尴尬了...... 所以不会回购；3⃣️红腰子精华：这个讲话争议也是比较大的，大概我不是敏感皮，其实在我烂脸很严重的时候，红腰子也没镇住我的脸，但是我用了之后之前长痘的暗沉没了，这个很明显，因为我本身不是很黑的肤色，长痘严重的时候暗沉变黑很明显。用了红腰子精华，脸白了一度。不过注意，不是美白精华，不要奢求有美白效果，我只不过就是原本烂脸暗沉缓解了罢了。这个精华应该在我30岁以前都会回购的。最后说一句，任何护肤品，不要用烂脸期来检验护肤品效果的好坏，还是乖乖药膏的药膏，看医生的看医生。我的烂脸期最有用的应该是珍贵水跟理肤泉的b5，有人说b5闷闭口，至少我晚上厚涂过夜并没有闷闭口。不过总而言之，种草需谨慎🌟🌟🌟,2018-05-20T19:13:00,"['https://ci.xiaohongshu.com/4002f0e1-779e-4f34-b1c4-2e084c9e6847?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/acb0aa38-0624-410e-acd0-b84aa4287860?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/3508497d-34fa-4add-b66e-213ef6f40b6d?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",86,80,最近一个月烂脸严重，终于拔草之前一直种草的红腰子跟杜克色修，我应该算是长痘反反复复的,https://www.xiaohongshu.com/discovery/item/5b015853c4463f5c2bf8c2d2,https://www.xiaohongshu.com/user/profile/5998510750c4b4434aa4fe89
4119,14,1,小红薯,9.0,0.0,雅诗兰黛小棕瓶。看这个头应该比手涂的好用点！晚上开始用。。后续加,2019-07-01T19:16:00,"['https://ci.xiaohongshu.com/8dee419a-8b9d-3468-a260-461c83a17a55?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/285038a0-1571-315a-8fd6-feb5e85d8f20?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/df8a3afc-c22f-39c8-aeaf-f28a24c9cad8?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/501158cb-bfb3-337a-9e37-25fa4109a732?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",0,0,雅诗兰黛小棕瓶,https://www.xiaohongshu.com/discovery/item/5d19eb820000000026016e51,https://www.xiaohongshu.com/user/profile/5b564b8c11be101d955401b7
4303,7,0,MANREYAGE,1.0,0.0,小棕瓶都搞不定的眼纹它竟然搞定了⁉️最近因为毕业一大堆事情经常熬夜。仔细看自己眼睛的时候才发现自己竟然有眼纹了❗😭😭😭超级明显❗巨难过！20出头的我就被眼纹给困扰住了蓝瘦😖😖😖立马开始去捣腾各种去皱纹保湿眼霜，发现效果都不是很明显😭后来我的一个学医的好朋友告诉了我一个好方法，真香！眼部问题解决了很多💯1⃣眼部按摩方法（看图）准备拨筋棒精华和眼霜①四指轻压眼底，睁大双眼②四指轻压眼底眯眼。这两个步骤有助于锻炼眼部肌肉用拨经棒没有的话用手指（拨经棒可以更加准确按到穴位）2⃣攒竹穴：可以解决头痛、目赤、视力不清和肿泡眼。这个穴位按压会有酸痛的感觉。一定要用无名指按摩，因为这个手指的力度刚刚好。3⃣鱼腰穴：可以解决角膜炎、眼肌无力，眼睛疲劳看起来没精神的问题。按压的时候会酸胀。4⃣丝竹空穴：在眉骨尾巴的地方，有个凹进去的小点。解决偏头痛、通络明目，消除水肿的问题。5⃣太阳穴：眼尾后面有一个很大的窝窝中心点的地方很好找，按压可以解决头痛眼瞳和眼部细纹6⃣承泣穴：按压的时候可能会有酸痛感，它跟我们的胃部脉络有关，还可以解决眼袋的问题。7⃣球后穴：可以疏风清目，滋水明目以及缓解黑眼圈的问题。8⃣睛明穴：这个穴位主要是起到明目的效果，可以解决我们的眼部疲劳🔴每个穴位按压8—10次，按压大概十分钟左右，但是按压的力度一定要到位，否则是没有效果的！会有酸痛感，感觉到筋被拨开的感觉。但是要注意不要太用力拉扯皮肤，这样会加重眼纹。🔴除了配合眼霜我还会配合精华使用，效果更佳。眼霜我用的是swisse眼霜比较滋润，精华选用清爽质地补水效果好的，每次按摩完之后眼周肌肤都是嫩嫩的。😝☑️关于眼霜：选择一款合适的眼霜很重要，真的20出头就要开始用眼霜了。水分流失眼纹就会不请自来❗真的不能任性了。涂抹眼霜要逆时针的方向。☑️作息习惯：养成良好的作息习惯，不能夜熬夜‼️熬夜真的不仅是眼周肌肤，其他身体问题都会找到你😰长时间看手机看电脑要定时休息一下！☑️多喝花茶：喝花茶有很多好处，不同的花茶有不同的功效。像我平时就会泡菊花茶、桂圆枸杞茶，菊花茶可以降火缓解眼部疲劳，桂圆枸杞茶可以清肝明目对近视有好处。😘如果你也有这样的眼纹问题就赶紧盘他盘他❗眼睛对颜值的影响真的太大了，希望我们永远不要被眼纹影响，虽然是不可能的😂😍,2019-07-02T17:20:00,"['https://ci.xiaohongshu.com/e54253f7-3cbd-38e6-a21f-d3d0ca38e246?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/f0008765-50d9-3679-9b3c-4e15ffb680f8?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/e92ed413-62d0-32a0-903f-d505ea83fe85?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/959e9f27-2b2c-3541-ae9e-410bc4fbbcc0?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/983ebdcf-c0d3-38cd-9a42-8836d267a8ff?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/f8233b34-0d1a-31ff-9bc8-e919c704254f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/32b2263d-8281-352f-be5c-c1ed2cf767fb?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/4c3d6fba-5c9e-3dfc-8482-a372ddd283c4?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/96fc9e73-8969-3e9b-842f-53aabf0fe05c?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",6,1,小棕瓶都搞不定的眼纹它竟然搞定了⁉️ 最近因为毕业一大堆事情经常熬夜。,https://www.xiaohongshu.com/discovery/item/5d1b21e7000000002801c1f6,https://www.xiaohongshu.com/user/profile/5c8efeec000000001200c258
1357,106,30,白羊座的小可爱WW_,14.0,11.0,资生堂红腰子🆚兰蔻小黑瓶两款都是肌底液 都是稳定肌肤 都含有变性酒精..拔草资生堂红腰子🌿#红妍肌活精华露 红腰子 30ml 交代肤质 本人20 冬混干夏混油痘肌坐标意大利北方城市都灵～刚来都灵的时候是11月正好赶上黑五 就入手了红腰子精华30ml 是接近600 想入50ml来着但是卖光了红腰子风很大啊我还买了瓶配套的水结果 长痘！！ 不是说红研是稳定肌肤的吗！！ 我为什么还会长痘呢！！ 生气！！ 30ml用了接近3个月就用完了 圣诞打折的时候囤了小黑瓶75ml到手价才720呢！！ 便宜哭了好吗！！ 虽然我现在还没有用不能做比较 但我的室友姐姐打折的时候囤了3瓶！！ 可想而知它的好用和便宜.. 可能是因为在意大利买日本东西会贵.. 但是真的 我觉得真的真的不太好用 效果很一般 该长痘还是长痘没有体验到别人说的润物无声的感觉.. 有点鸡肋 不会回购75ml小黑瓶比50ml的双萃精华都便宜好吗！！买买买！！！ 等我用小黑瓶了再出笔记,2019-02-10T21:17:00,"['https://ci.xiaohongshu.com/788f9150-1fff-56b4-a3e3-312462b1d608?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/0b51aa27-9191-596b-9899-ca2a53743b3a?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",4,2,资生堂红腰子🆚兰蔻小黑瓶 两款都是肌底液 都是稳定肌肤 都含有变性酒精..,https://www.xiaohongshu.com/discovery/item/5c60247f000000000e03709e,https://www.xiaohongshu.com/user/profile/56e3705484edcd53e967897f
2835,13,11,不想上班只想发财,5.0,2.0,这是用空的第二瓶红腰子啦！去年11月左右开封，我一次三下，中间长痘期间可能比较少用，所以这瓶用了很长时间。100毫升的应该比较少见啦，这是去年去韩国时，在日上免税店买的，983我记得，很便宜啦已经，最近男票要去日本，准备再让他带一瓶，嘿嘿！关于使用感，其实酒精味儿有时候闻的挺重的，但是我的脸还好，之前用碧柔的防晒估计已经建立耐受了吧，除了酒精味，还有淡淡的香味，液体不是很稀的那种，上脸特别好吸收，吸收后不油不腻，几乎跟没涂一样，后续再用其他的护肤品完全木有负担啊！最后要说一下使用顺序，因为他是属于肌底液那种，所以是在护肤的第一步使用哈！整体用下来，不要期望你的皮肤能变多好什么的，就是维稳吧，而且说实话，我现在没找到一个特别适合自己的精华，不油而且吸收好的那种，特别是夏天到了，我就更愁了，所以如果有小仙女和我一样混油痘痘肌皮肤，有好用的精华记得评论推荐给我哈！跪谢！,2019-06-11T22:55:00,['https://ci.xiaohongshu.com/fc2e7a53-a564-3cb2-8535-b1d9b7de5ad3?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90'],0,0,红腰子又空瓶啦！油皮妹纸快点用起来！,https://www.xiaohongshu.com/discovery/item/5cffc0db000000002700ec74,https://www.xiaohongshu.com/user/profile/57f861cc6a6a697974e456ed
4285,21,0,六月,2.0,2.0,"资生堂红妍肌活精华露，江湖人称“红腰子”，每18秒就卖出一瓶的“断货冠军”，这次说说入手的日版（50mL）,国际版（50mL）的差别。首先，外包装的差异一目了然，平底文字是日语和英语的差别，日版made in Japan，国际版made in France，重点说一下质地与使用感受。图中左边是日版，右边国际版1.       视觉上差异不是特别明显，我挤完移动了一下位置，国际版有微微流动，日版会流动性小一点。2.       左右两边我又分别挤了一点来比较涂开的效果，国际版更容易打开，日版会需要多打几次，吸收速度算中上，没有兰蔻小黑瓶快，我用过的所有精华中DDS小星星和兰蔻小黑瓶吸收是最快的。图中可以看到吸收完毕后，日版的有点反光。3.       使用感受上，两个保湿力日版更强，差异不算很显著，我是混油皮，两种都可以hold住，夏天用国际版更清爽，吸收完毕后日版的有点点黏腻感，但是没有不舒服。如何选择？建议冬天用日版，夏天用国际版，结合大家的肌肤需要。用了红腰子以来觉得还是这款用着比较稳定，有的东西说不上哪里很好，就觉得其他替代不了，对我来说常备红腰子精华和DDS小星星，一瓶维稳增加肌肤抵抗力，一瓶修复痘印一把好手。",2019-07-02T16:04:00,"['https://ci.xiaohongshu.com/c267ec92-ce77-3bd8-aed9-e763e2d2d40f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/516fd5ce-b80a-3c71-8fc3-54f0b36982cf?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/9abdd703-cee0-36c8-9226-8924bf5baaa3?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/1bbaf15d-9129-3f85-b528-b2323cd01798?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/523e3a84-aed1-3f9c-83a6-c498f166a939?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/05130a93-f9de-3dc3-bc7e-52b57217675f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/0aa55835-a662-3308-b32e-142b18cc9f8d?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",10,1,关于资生堂红腰子日本本土版和国际版差异,https://www.xiaohongshu.com/discovery/item/5d1b10010000000028011f88,https://www.xiaohongshu.com/user/profile/5d146986000000001203fd48
839,3983,570,sxx603,173.0,0.0,日本资生堂红腰子精华 50ml如果你老是长痘痘，敏感，泛红，皮肤粗糙，辣么她能帮你资生堂红腰子精华，做为每18秒就卖出一瓶的 “断货冠军”.它拥有着兼得的内外美。喜欢大家给它起的艺名“小红腰”，那妖娆的腰线，和经典红渐变的瓶身，为整体添加了一抹色彩，作为资生堂不可缺少的明星产品，“傲娇”非他莫属现在都是新包装的新版的配方超越了上一代这次升级的新版，着重于开发它的抗压效果，通过对肌肤压力和老化原因的研究，强化了肌肤细胞净化功能，并增强自身防御机能简单来说，新版的修复、防御能力每周提升28%质地不变，但是使用起来，香味有缓解压力的效果，而且延展性很好，肌肤吸收得很快。,2018-10-21T13:12:00,['https://ci.xiaohongshu.com/e324945a-b6b1-5ba5-babd-d14f94f552d9?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90'],10,4,日本资生堂红腰子精华 50ml 如果你老是长痘痘，敏感，泛红，皮肤粗糙，辣么她能帮你,https://www.xiaohongshu.com/discovery/item/5bcc0abd07ef1c2e707941b7,https://www.xiaohongshu.com/user/profile/599cce9e50c4b423a98496e2
2619,10,37,🎀JoysDai🍀,4.0,0.0,今年又如约而至的本体➕替换50ml真是让红腰子粉大大的满足了 对于住在日本无法免税的我来说真的觉得太舒心了 套装价日元税入21600 平时一瓶替换就要日元税入12420 在十月份涨税前赶紧囤起来红腰子从2014年开始使用无限回购了几十瓶了好处就不用说了只用完一瓶说看不见效果的要不就继续用别抱怨要不就用别的去 不过估计用啥一瓶完事的都不可能看到效果更何况肌肤的改变没那么明显的说啥用一个月有效果那些都是广告用来唬人的,2019-06-04T18:51:00,['https://ci.xiaohongshu.com/7c3ec929-1a2c-3b0a-b410-684fe3bb4ac2?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90'],4,0,红腰子2019限定版套装,https://www.xiaohongshu.com/discovery/item/5cf64d350000000027013875,https://www.xiaohongshu.com/user/profile/5485c27ad6e4a92d737bff80
2931,10,9,吕小仙女,8.0,0.0,首先它被称之为兰蔻小黑瓶的平替，但是效果不比兰蔻的差其次在水乳之前或之后都可以用，自用一个星期总体下来的感觉就是它有提亮我们的肤色 紧致我们的皮肤，促进后续护肤品更好的吸收。半滴管就可以抹完整张脸，用起来也不会心疼。值得入手的一款精华肌底液,2019-06-14T20:16:00,"['https://ci.xiaohongshu.com/b00673cc-adf2-3e15-9ebe-da3fec7c5dcf?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/d270a52a-9051-3810-acce-d1d834230434?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/461deb81-0278-3ddc-a29b-8b8a6e52e5ab?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",0,0,欧莱雅小黑瓶精华肌底液,https://www.xiaohongshu.com/discovery/item/5d03900600000000280252ca,https://www.xiaohongshu.com/user/profile/5b5953684eacab29d9e49aa2
