,name,city,address,cuisine,phone,lat,lon,rating,reviews_nr,url,source,website
4848,"restaurant The Yellow Rabbit, Nuenen",Nuenen,"Park,Nuenen,North Brabant Province,",Seafood;Sushi;Asian,+31 40 303 3792,51.47466,5.5496,4.0,27,https://www.tripadvisor.com/Restaurant_Review-g1924574-d15337678-Reviews-Restaurant_The_Yellow_Rabbit-Nuenen_North_Brabant_Province.html,tripadvisor,http://www.theyellowrabbit.nl
18963,"Speelparadijs Pannenkoekhuis De Oude Maas, Macharen",Macharen,"Ossestraat 11,Macharen,North Brabant Province,5367 NE",Dutch;European,+31 412 647 890,51.79343,5.54192,4.0,10,https://www.tripadvisor.com/Restaurant_Review-g2630501-d10310287-Reviews-Speelparadijs_Pannenkoekhuis_De_Oude_Maas-Macharen_North_Brabant_Province.html,tripadvisor,http://www.deoudemaas.nl
4334,"Landhuis in de Stad, Utrecht",Utrecht,"Park Oog in Al 1,Utrecht,Utrecht Province,3533 HE",Dutch;European,+31 30 310 7309,52.08684,5.09248,4.5,14,https://www.tripadvisor.com/Restaurant_Review-g188616-d14997209-Reviews-Landhuis_in_de_Stad-Utrecht.html,tripadvisor,http://landhuisindestad.nl/
31150,"Buute Bolletjie, Spakenburg",Spakenburg,"Oude Schans 8,Spakenburg,Utrecht Province,3752 AG",Dutch;Cafe;European,nan,52.25421,5.378107,5.0,12,https://www.tripadvisor.com/Restaurant_Review-g1602355-d10748271-Reviews-Buute_Bolletjie-Spakenburg.html,tripadvisor,http://www.buutebolletjie.nl/www.buutebolletjie.nl/buute_bolletjie.html
12660,"Bella Italia, Nijmegen",Nijmegen,"St. Annastraat 45A,Nijmegen,Gelderland Province,6524 EE",Italian;Pizza;Vegetarian Friendly,+31 24 322 1807,51.83875,5.86044,3.5,23,https://www.tripadvisor.com/Restaurant_Review-g188569-d744953-Reviews-Bella_Italia-Nijmegen_Gelderland_Province.html,tripadvisor,http://www.bellaitalia-nijmegen.com
7565,"Kampong Kita, Rotterdam",Rotterdam,"Cor Kieboomplein 508 3077 MK,Rotterdam,South Holland Province,3077 MK",Seafood;Asian;Malaysian,+31 10 479 3633,51.89639,4.523626,4.0,85,https://www.tripadvisor.com/Restaurant_Review-g188632-d3589489-Reviews-Kampong_Kita-Rotterdam_South_Holland_Province.html,tripadvisor,http://www.kampongkita.nl/
5898,"Olive Land, Leiden",,"Lange Mare 71,,South Holland Province,2312 GR",Italian;Deli;Vegetarian Friendly,+31 71 514 4466,52.1612,4.49028,4.5,16,https://www.tripadvisor.com/Restaurant_Review-g188630-d6073441-Reviews-Olive_Land-Leiden_South_Holland_Province.html,tripadvisor,http://www.oliveland.nl
26441,"Grand Cafe 'T Raadhuys, Stadskanaal",Stadskanaal,"Raadhuisplein 30 Cityhotel-Restaurant Stadskanaal,Stadskanaal,Groningen Province,9501 SZ",French;Steakhouse;Dutch,+31 599 650 699,52.98926,6.953439,3.5,20,https://www.tripadvisor.com/Restaurant_Review-g227931-d8463022-Reviews-Grand_Cafe_T_Raadhuys-Stadskanaal.html,tripadvisor,http://hotel-stadskanaal.nl/grand-cafe-t-raadhuys/
2273,Coffeecompany Scheveningen,Scheveningen,"Circusstraat 4,Scheveningen,South Holland Province,2586 CW",Cafe,+31 70 205 4660,52.110497,4.283007,4.0,9,https://www.tripadvisor.com/Restaurant_Review-g668848-d10696240-Reviews-Coffeecompany_Scheveningen-Scheveningen_The_Hague_South_Holland_Province.html,tripadvisor,http://coffeecompany.nl/locations/circusstraat-4/
17280,"Bij de Buurvrouw, Maasland",Maasland,"Oostgaag 18,Maasland,South Holland Province,3155 CG",Dutch;European,+31 10 590 4945,51.95432,4.2899,4.5,15,https://www.tripadvisor.com/Restaurant_Review-g1745446-d10319797-Reviews-Bij_de_Buurvrouw-Maasland_South_Holland_Province.html,tripadvisor,http://bijdebuurvrouwmaasland.nl
27062,"Onsz Gereij, Rosmalen",Rosmalen,"Kruisstraat 38,Rosmalen,North Brabant Province,5247 RE",Dutch;European,+31 73 888 7816,51.73193,5.39476,4.5,3,https://www.tripadvisor.com/Restaurant_Review-g1087427-d17568248-Reviews-Onsz_Gereij-Rosmalen_North_Brabant_Province.html,tripadvisor,http://onszgereij.nl
10353,"Badhuis, Amsterdam",Amsterdam,"Javaplein 21,Amsterdam,North Holland Province,1095 CJ",Dutch;Bar;European,+31 20 665 1226,52.363705,4.939594,3.5,123,https://www.tripadvisor.com/Restaurant_Review-g188590-d1319306-Reviews-Badhuis-Amsterdam_North_Holland_Province.html,tripadvisor,http://www.badhuis-javaplein.nl
30845,"Frietvilla, Rockanje",Rockanje,"Swinsedreef 22c 1e Slag,Rockanje,South Holland Province,3235 AR",European,+31 181 404 544,51.870266,4.053988,4.0,10,https://www.tripadvisor.com/Restaurant_Review-g652363-d11527027-Reviews-Frietvilla-Rockanje_South_Holland_Province.html,tripadvisor,http://www.frietvilla.nl
21146,"Wunderbar, Winterswijk",Winterswijk,"Ratumsestraat 4,Winterswijk,Gelderland Province,7101 MV",German,+31 543 537 915,51.972324,6.721249,4.0,2,https://www.tripadvisor.com/Restaurant_Review-g227935-d20948552-Reviews-Wunderbar-Winterswijk_Gelderland_Province.html,tripadvisor,https://www.facebook.com/WunderbarArnhem/
36657,"La Mafia Restaurant, Heinsberg",Heinsberg,"Hochstrasse 48,Heinsberg,North Rhine-Westphalia,52525",Italian,+49 174 5416082,51.06117,6.0934,nan,nan,https://www.tripadvisor.com/Restaurant_Review-g1051821-d11953622-Reviews-La_Mafia_Restaurant-Heinsberg_North_Rhine_Westphalia.html,tripadvisor,http://www.la-mafia-heinsberg.de/gutscheinaktion/
13154,"Beej Wim Asian Foodbar & More, Venlo",,"Parade 7A,,Limburg Province,5911 CA",Asian;Vegetarian Friendly,+31 77 351 5790,51.3696,6.171111,4.0,36,https://www.tripadvisor.com/Restaurant_Review-g188578-d15289546-Reviews-Beej_Wim_Asian_Foodbar_More-Venlo_Limburg_Province.html,tripadvisor,https://www.facebook.com/BeejWim/
30110,"Brasserie Aspermans, Maasmechelen",Maasmechelen,"Broekstraat,Maasmechelen,Flanders,3630",European,+32 89 21 93 78,50.93792,5.66317,4.0,6,https://www.tripadvisor.com/Restaurant_Review-g1600136-d19030709-Reviews-Brasserie_Aspermans-Maasmechelen_Limburg_Province.html,tripadvisor,https://www.facebook.com/BrasserieAspermans/
24231,"Cafetaria Corlaer, Nijkerk",Nijkerk,"Roetgensgoed 8,Nijkerk,Gelderland Province,3863 BM",Fast Food;European;Street Food,nan,52.21739,5.46776,4.5,3,https://www.tripadvisor.com/Restaurant_Review-g1087490-d13205856-Reviews-Cafetaria_Corlaer-Nijkerk_Gelderland_Province.html,tripadvisor,None
36647,"Restaurant Kasteel, Monchengladbach",Monchengladbach,"Vorster Str. 535 Hotel Lindenhof,Monchengladbach,North Rhine-Westphalia,41169",French;German,+49 2161 551122,51.20549,6.34171,4.5,9,https://www.tripadvisor.com/Restaurant_Review-g187380-d2017224-Reviews-Restaurant_Kasteel-Monchengladbach_North_Rhine_Westphalia.html,tripadvisor,http://www.lindenhof-mg.de
21392,"Landwater Events, Monnickendam",,"Galgeriet 5G,,North Holland Province,1141 GA",,+31 299 652 401,52.459415,5.039599,5.0,2,https://www.tripadvisor.com/Restaurant_Review-g652301-d10769533-Reviews-Landwater_Events-Monnickendam_North_Holland_Province.html,tripadvisor,http://www.landwaterevents.nl
10078,"Nawaab, Amsterdam",Amsterdam,"Scheldestraat 100,Amsterdam,North Holland Province,1078 GP",Indian;Vegetarian Friendly;Vegan Options,+31 20 675 3976,52.344986,4.890851,3.5,70,https://www.tripadvisor.com/Restaurant_Review-g188590-d11898358-Reviews-Nawaab-Amsterdam_North_Holland_Province.html,tripadvisor,https://www.facebook.com/RestaurantNawaab/
36567,"La Grappa I Ristorante Italiano, Hamminkeln",,"Pastor Winkelmann-Strasse 5,,North Rhine-Westphalia,46499",Italian;Mediterranean;Vegetarian Friendly,+49 2856 9018834,51.73174,6.73555,4.0,20,https://www.tripadvisor.com/Restaurant_Review-g1078333-d12352637-Reviews-La_Grappa_I_Ristorante_Italiano-Hamminkeln_North_Rhine_Westphalia.html,tripadvisor,http://www.la-grappa.com
15179,"De Remise, Dordrecht",Dordrecht,"31B Grotekerksbuurt,Dordrecht,South Holland Province,3311 CA",American;Dutch;European,+31 88 374 7115,51.813976,4.662392,4.5,3,https://www.tripadvisor.com/Restaurant_Review-g188627-d17420895-Reviews-De_Remise-Dordrecht_South_Holland_Province.html,tripadvisor,http://www.remisedordt.nl
620,"Didim, Tilburg",Tilburg,"Besterdring 41,Tilburg,North Brabant Province,5014 HG",,+31 13 545 4580,51.56653,5.08875,3.0,3,https://www.tripadvisor.com/Restaurant_Review-g188586-d10118792-Reviews-Didim-Tilburg_North_Brabant_Province.html,tripadvisor,http://www.tilburgdidim.nl/
